index,text,score,label,volcano_label,confidence_score,predicted_sentiment,predicted_confidence_score
691,看着好痛 你们是不是真的捅他 @藏海传官微 #藏海传#,0.989,positive,negative,0.2,positive,0.893
692,v,0.375,negative,neutral,0.5,negative,0.202
693,#肖战肌肉线条# #肖战真的有在认真思考表演细节# // @prudentHongKong :还有演话剧吃芥末辣到的样子，还有魏无羡被紫电抽打时，都好真实啊 // @全雷2包 :无实物表演是肖战大强项！！从唐三的无实物被电击被火烧青筋暴起就被震撼，藏海传让更多的观众朋友们看到肖战炫演技了！开心开心🥳,1.0,positive,positive,0.9,positive,0.945
694,看着真的受伤了,0.948,positive,neutral,0.5,positive,0.955
695,参加活动参加活动,0.929,positive,neutral,0.5,positive,0.894
696,肖战的演技太棒了，每次看到肖战绝妙的演技都觉得他得什么奖都值得。,1.0,positive,positive,0.95,positive,0.978
697,天呐,0.493,neutral,neutral,0.5,neutral,0.539
698,从魏无羡被紫电鞭打那场我就已经对他的无实物表演惊叹不已了！,0.999,positive,positive,0.85,positive,0.974
699,嗯，没人指导腰应该会废,0.763,positive,negative,0.25,positive,0.897
700,好看,0.711,positive,positive,0.7,positive,0.971
701,肖战演技太绝了,0.916,positive,positive,0.95,positive,0.969
702,感觉藏海真的被捅了，真的好痛😭,0.91,positive,negative,0.1,positive,0.923
703,肖战的信念感非常强，还能精准的表达出来，从而给观众带来超强代入感非常容易和角色共鸣 #藏海传# #藏海传剧集研讨会# #肖战藏海#,1.0,positive,positive,0.92,positive,0.871
704,我认为肖战无实物表演一直都特别好，可以去看他演的每一部剧，都有无实物表演。,0.996,positive,positive,0.85,positive,0.978
705,肖战超话 #肖战真的有在认真思考表演细节# #肖战肌肉线条# #藏海传# #肖战藏海传# #肖战藏海# 实力派演员肖战饰演的藏海演技封神！ @X玖少年团肖战DAYTOY,1.0,positive,positive,0.98,positive,0.896
706,崩坏星穹铁道超话 😄😄,0.246,negative,positive,0.7,negative,0.173
707,0,0.034,negative,neutral,0.5,negative,0.279
708,这演技没谁了。,0.689,positive,positive,0.88,positive,0.944
709,// @prudentHongKong :还有演话剧吃芥末辣到的样子，还有魏无羡被紫电抽打时，都好真实啊 // @全雷2包 :无实物表演是肖战大强项！！从唐三的无实物被电击被火烧青筋暴起就被震撼，藏海传让更多的观众朋友们看到肖战炫演技了！开心开心🥳,1.0,positive,positive,0.93,positive,0.975
710,刘,0.825,positive,neutral,0.5,neutral,0.534
711,看着我自己都感觉痛得心脏🫀都缩紧的感觉。感同身受 @X玖少年团肖战DAYTOY 肖战,0.999,positive,negative,0.15,positive,0.976
712,隔着屏幕都感觉到痛，肖战的无实物表演，像极了真被捅了的生理反应 演技封神了！ @X玖少年团肖战DAYTOY #肖战真的有在认真思考表演细节# #肖战藏海传演技获郑晓龙肯定# // @全雷2包 :无实物表演是肖战大强项！！从唐三的无实物被电击被火烧青筋暴起就被震撼，藏海传让更多的观众朋友们看到肖战炫演 ... 全文,1.0,positive,positive,0.92,positive,0.958
713,肖战的演技细腻表达精准,0.987,positive,positive,0.85,positive,0.978
714,2,0.331,negative,neutral,0.5,negative,0.309
715,3,0.39,negative,neutral,0.5,negative,0.285
716,4,0.411,neutral,neutral,0.5,negative,0.252
717,5,0.459,neutral,neutral,0.5,neutral,0.499
718,。,0.526,neutral,neutral,0.5,neutral,0.524
719,11,0.275,negative,neutral,0.5,negative,0.257
720,11,0.275,negative,neutral,0.5,negative,0.257
721,肖战对细节的把控太牛了！,0.716,positive,positive,0.95,positive,0.975
722,#肖战真的有在认真思考表演细节#,0.973,positive,positive,0.75,positive,0.919
723,转发微博,0.644,positive,neutral,0.5,positive,0.962
724,真的如同身临其境,0.945,positive,positive,0.85,positive,0.958
725,真的不像演的,0.427,neutral,positive,0.8,neutral,0.503
726,贵在真实，可见肖战平时有多注意观察生活搜集各种经验信息，为表演所用，真是随时准备着,1.0,positive,positive,0.9,positive,0.983
727,我很震惊，肖战是怎么找准这种感觉的，每一个镜头的背后，肖战到底下了多少功夫。 @X玖少年团肖战DAYTOY,0.99,positive,positive,0.88,positive,0.972
728,还有上药那，疼的皮肉抖动一下，肖战是怎么做到的，感觉真被扎了,0.108,negative,positive,0.82,positive,0.905
729,我也喜欢雨天,0.756,positive,neutral,0.5,positive,0.956
730,这段表演当时也惊到我了！太真实了 #藏海传# #肖战藏海#,0.968,positive,positive,0.92,positive,0.819
731,90,0.256,negative,neutral,0.5,negative,0.197
732,演员肖战演技太棒了！ #﻿肖战藏海# #﻿肖战藏海#,1.0,positive,positive,0.95,positive,0.864
733,收,0.202,negative,neutral,0.5,negative,0.213
734,肖战超话 #藏海传# @X玖少年团肖战DAYTOY 这场受伤的剧情肖战就是演得很真实，真的厌烦了那种一受伤就吐血的剧情。 #肖战说被藏海传紧张的剧情吸引# #肖战藏海传剧情提要#,1.0,positive,positive,0.85,positive,0.89
735,演员肖战真的好厉害 // @全雷2包 :无实物表演是肖战大强项！！从唐三的无实物被电击被火烧青筋暴起就被震撼，藏海传让更多的观众朋友们看到肖战炫演技了！开心开心🥳,1.0,positive,positive,0.98,positive,0.978
736,这里演得好真实，看得我都疼了,0.971,positive,positive,0.8,positive,0.964
737,你们是不是真的扎他了 #藏海传#,0.712,positive,neutral,0.5,negative,0.249
738,333,0.5,neutral,neutral,0.5,neutral,0.505
739,健身视频，瘦腿,0.978,positive,neutral,0.5,positive,0.945
740,收,0.202,negative,neutral,0.5,negative,0.213
741,演技不是吹出来的，大开大合悲情哭戏是很有感染力，而这种细节上的真实表现更体现演员的用心和实力,1.0,positive,positive,0.92,positive,0.978
742,这真的不是被捅了一刀吗？,0.29,negative,neutral,0.5,positive,0.761
743,试一下,0.594,neutral,neutral,0.5,neutral,0.519
744,666,0.5,neutral,positive,0.85,neutral,0.511
745,啊，真的看藏海传涨知识,0.982,positive,positive,0.78,positive,0.958
746,@rayeflux,0.5,neutral,neutral,0.5,positive,0.904
747,你多久下课,0.498,neutral,neutral,0.5,neutral,0.51
748,#肖战真的有在认真思考表演细节# #逐帧分析藏海传肖战演技# 优秀的演员大家看得见👏👏,1.0,positive,positive,0.95,positive,0.906
749,太真实了，演的太好了。,0.617,positive,positive,0.9,positive,0.955
750,热爱可抵岁月漫长，温柔可挡艰难时光，守护是最长情的告白，陪伴是最沉默的守护 @X玖少年团肖战DAYTOY,1.0,positive,positive,0.93,positive,0.975
751,这里演的真的太太太好了,0.563,neutral,positive,0.95,positive,0.784
752,嗯哼,0.526,neutral,neutral,0.5,neutral,0.533
753,动起来,0.447,neutral,neutral,0.5,neutral,0.543
754,这一段看得我都疼,0.915,positive,negative,0.2,positive,0.937
755,崩坏星穹铁道超话 转发评论 #崩坏星穹铁道#,0.006,negative,neutral,0.5,negative,0.234
756,，,0.526,neutral,neutral,0.5,neutral,0.53
757,#肖战藏海传# 看剧的时候真的就是能感受到那种疼痛！真的不像演的！👍 #肖战藏海# #藏海传#,0.879,positive,positive,0.85,negative,0.188
758,喜欢,0.699,positive,positive,0.8,positive,0.929
759,🙏🙏🙏🙏🙏🙏,0.5,neutral,positive,0.65,neutral,0.534
760,66,0.125,negative,positive,0.7,negative,0.19
761,猫猫被抓住了命运的后脖颈,0.992,positive,neutral,0.5,positive,0.918
762,1,0.327,negative,neutral,0.5,negative,0.307
763,他是哪里去看到真实受伤真实生孩子时人疼的状态了么，他这段我一看就想到我生孩子阵痛的状态了,1.0,positive,neutral,0.5,positive,0.967
764,电视剧藏海传超话 #肖战真的有在认真思考表演细节# #导演说肖战演出了藏海的克制# #﻿肖战藏海#,1.0,positive,positive,0.8,positive,0.881
765,好好好,0.693,positive,positive,0.85,positive,0.846
766,处理伤口上药的时候肌肉真的抽动了一下，怎么做到的,0.922,positive,neutral,0.5,positive,0.934
767,好的,0.656,positive,neutral,0.55,positive,0.87
768,你的雨里是哪个季节？春雨下来滋润大地万物生，夏天能润干燥，秋说  一场秋雨一场寒，冬  最凉薄  也许是为以后埋下伏笔！,1.0,positive,neutral,0.5,positive,0.899
769,这段当时我真觉得他要嘎了，生怕他真嘎了接下来怎么演,0.911,positive,negative,0.25,positive,0.908
770,回复 @顾秋屿 的表态:午餐快乐,0.989,positive,positive,0.75,positive,0.97
771,回复 @顾秋屿_ 的表态:午餐快乐哈,0.987,positive,positive,0.9,positive,0.965
772,#王伟忠推藏海传# 肖战演技超级好,0.945,positive,positive,0.95,positive,0.911
773,肖战超话,0.81,positive,neutral,0.5,positive,0.83
774,赞,0.918,positive,positive,0.85,positive,0.835
775,#肖战藏海传# // @小眠羊daytoy :是的，唐三打开小舞的牢笼，无实物表演已经非常非常震撼了// @全雷2包 :无实物表演是肖战大强项！！从唐三的无实物被电击被火烧青筋暴起就被震撼，藏海传让更多的观众朋友们看到肖战炫演技了！开心开心🥳,1.0,positive,positive,0.98,positive,0.951
776,不断再精進的演技，肖战做到了,0.844,positive,positive,0.88,positive,0.973
777,舞台剧的历炼有帮助到战战,0.709,positive,positive,0.65,positive,0.968
778,哇好可爱,0.879,positive,positive,0.9,positive,0.967
779,他哦磨磨唧唧,0.24,negative,negative,0.1,negative,0.174
780,他默默无闻,0.667,positive,neutral,0.5,positive,0.947
781,下雨天🌧️,0.184,negative,neutral,0.5,negative,0.219
782,1,0.327,negative,neutral,0.5,negative,0.307
783,2,0.331,negative,neutral,0.5,negative,0.309
784,3,0.39,negative,neutral,0.5,negative,0.285
785,4,0.411,neutral,neutral,0.5,negative,0.252
786,5,0.459,neutral,neutral,0.5,neutral,0.499
787,哇,0.526,neutral,neutral,0.5,neutral,0.541
788,梨型妹纸用了三个多月~瘦了20+腿细了10cm,0.651,positive,positive,0.85,positive,0.914
789,对下雨天真的是又爱又恨，喜欢小雨滴答滴答的声音，如果是在家，睡觉的话真的很舒服。夏天的雨不会太大太久，刚刚好。但是又讨厌在路上突然下大雨，淋湿一身,0.523,neutral,neutral,0.5,positive,0.9
790,#肖战真的有在认真思考表演细节#,0.973,positive,positive,0.75,positive,0.919
791,好棒,0.875,positive,positive,0.95,positive,0.962
792,酪白你终于好了吗！,0.625,positive,positive,0.65,positive,0.82
793,无实物表演是肖战大强项！！从唐三的无实物被电击被火烧青筋暴起就被震撼，藏海传让更多的观众朋友们看到肖战炫演技了！开心开心🥳,1.0,positive,positive,0.98,positive,0.977
794,1,0.327,negative,neutral,0.5,negative,0.307
795,终于不像很多剧里，主角不管被捅多少刀，都是面不改色，保持帅气形象。肖战只为角色服务，不怕扮丑,0.998,positive,positive,0.85,positive,0.974
796,10,0.352,negative,neutral,0.5,negative,0.254
797,11,0.275,negative,neutral,0.5,negative,0.257
798,12,0.329,negative,neutral,0.5,negative,0.252
799,13,0.408,neutral,neutral,0.5,negative,0.228
800,14,0.396,negative,neutral,0.5,negative,0.232
801,15,0.377,negative,neutral,0.5,negative,0.202
802,细节好,0.883,positive,positive,0.85,positive,0.961
803,(˵¯͒〰¯͒˵),0.5,neutral,positive,0.75,neutral,0.516
804,动起来,0.447,neutral,neutral,0.5,neutral,0.543
805,一定会好好的 所以都是,0.619,positive,positive,0.7,positive,0.938
806,猫好  好猫猫,0.897,positive,positive,0.9,positive,0.912
807,我,0.526,neutral,neutral,0.5,neutral,0.545
808,#肖战藏海传#,0.511,neutral,neutral,0.5,negative,0.285
809,19,0.338,negative,neutral,0.5,negative,0.225
810,20,0.374,negative,neutral,0.5,negative,0.232
811,18,0.543,neutral,neutral,0.5,negative,0.224
812,17,0.421,neutral,neutral,0.5,negative,0.221
813,16,0.283,negative,neutral,0.5,negative,0.23
814,把伞打起来，雨中漫步也是另一种风味 同一个世界，不同的感受而已,0.997,positive,positive,0.65,positive,0.949
815,猫,0.714,positive,neutral,0.5,neutral,0.507
816,肯定有用，也肯定废腰。,0.818,positive,neutral,0.5,positive,0.947
817,每次减完肥之后就开始放纵自己了,0.672,positive,negative,0.3,positive,0.929
818,这个我也不懂啊，我也不懂怎么减肥,0.731,positive,neutral,0.5,positive,0.882
819,确实 几顿不吃一顿就吃回来了,0.392,negative,negative,0.25,neutral,0.467
820,果然减肥还真是特别有必要的,0.945,positive,positive,0.7,positive,0.959
821,减肥之后就好看了，真的不是骗人,0.696,positive,positive,0.85,positive,0.955
822,怎能可以那么美啊，减肥还是有点用,0.982,positive,positive,0.8,positive,0.969
823,减下来的那一刻真的好美啊,0.983,positive,positive,0.9,positive,0.966
824,还得是减肥 好美虽然有时候控制不住自己,0.985,positive,positive,0.75,positive,0.975
825,减肥之后真的是越来越漂亮了,0.993,positive,positive,0.88,positive,0.963
826,我感觉每一个减肥成功的人都很厉害,0.95,positive,positive,0.82,positive,0.967
827,瘦下来了以后真的大不相同,0.877,positive,positive,0.7,positive,0.936
828,我也想要知道啊，感觉是有点绝美了,0.91,positive,positive,0.85,positive,0.962
829,没错了～减肥成功第一步就是忘本,0.988,positive,negative,0.2,positive,0.941
830,成功之后就忘本了开始胡吃海喝,0.489,neutral,negative,0.15,positive,0.802
831,果然减肥就给整容一样 太厉害了,0.417,neutral,positive,0.85,positive,0.89
832,当你努力瘦下来真的会不一样,0.944,positive,positive,0.75,positive,0.96
833,我佩服每一个减肥成功的人,0.974,positive,positive,0.88,positive,0.966
834,我从110现在减到了130，我也不知道为什么越减越胖,0.071,negative,negative,0.12,positive,0.804
835,可是减肥实在是太难了，怎么坚持？,0.579,neutral,negative,0.22,positive,0.924
836,你还真别说，越来越变得特别漂亮,0.94,positive,positive,0.9,positive,0.973
837,这也太赞了吧，看来我也要减肥起来了,0.9,positive,positive,0.92,positive,0.954
838,瘦是真的坚持不下来管不住嘴,0.8,positive,negative,0.15,positive,0.913
839,不努力 你怎么知道自己有多美呢,0.833,positive,positive,0.8,positive,0.966
840,看了这个视频更有决心要减肥了,0.99,positive,positive,0.85,positive,0.94
841,ok我也要减肥了 瘦下来真的不一样,0.989,positive,positive,0.8,positive,0.948
842,这就是我想要的样子啊。一起减肥吧,0.946,positive,positive,0.85,positive,0.968
843,我也是减肥成功，我也忘本,0.944,positive,negative,0.2,positive,0.948
844,瘦下来之后真的把我惊艳到了,0.988,positive,positive,0.9,positive,0.96
845,人瘦下来之后整个气场都会不同的,0.98,positive,positive,0.82,positive,0.942
846,别管了，我现在就要开始减肥,0.909,positive,positive,0.78,positive,0.924
847,所以说减肥的时候一定要坚持下去,0.852,positive,positive,0.72,positive,0.952
848,减肥尽头，干饭魂觉醒！,0.86,positive,neutral,0.5,positive,0.959
849,减完肥真的太漂亮了 人还是不能胖,0.65,positive,positive,0.92,positive,0.958
850,说好减肥，却疯狂炫美食！,0.996,positive,negative,0.25,positive,0.971
851,减肥越狠，吃得越离谱！,0.707,positive,negative,0.25,positive,0.917
852,所以快快让我瘦下来吧我也想忘本,0.986,positive,positive,0.72,positive,0.961
853,我想知道这是一个人吗,0.567,neutral,neutral,0.5,neutral,0.516
854,减肥到最后，彻底忘了初心！,0.908,positive,negative,0.2,positive,0.967
855,感觉瘦了以后好像变了一个人似的,0.936,positive,positive,0.75,positive,0.913
856,信誓旦旦去减肥，转眼“忘本”大快朵颐,0.999,positive,negative,0.23,positive,0.955
857,感觉也没减多少斤啊，但是怎么变化这么大,0.255,negative,positive,0.68,positive,0.889
858,向着瘦身出发，却在美食里迷失“忘本”,0.993,positive,negative,0.18,positive,0.969
859,努力克制为减肥，奈何还是“忘本”吃不停,0.82,positive,negative,0.21,positive,0.929
860,瘦下来之后也是真的重生了,0.973,positive,positive,0.92,positive,0.954
861,减肥计划全落空，最终难逃“忘本”命运,0.999,positive,negative,0.2,positive,0.955
862,我经常减肥的时候半路去吃,0.87,positive,neutral,0.5,positive,0.912
863,本想瘦成一道光，却在美食前“忘本”投降,0.515,neutral,negative,0.25,positive,0.946
864,羡慕别人可以鉴别成功，我永远都失败,0.996,positive,negative,0.15,positive,0.949
865,我没有这种毅力，所以我一辈子都是微胖。,0.745,positive,negative,0.3,positive,0.947
866,一路减肥一路忘，最后还是败给口腹之欲,0.991,positive,negative,0.22,positive,0.944
867,减肥大业半途废，美食诱惑让人“忘本”,0.998,positive,negative,0.23,positive,0.965
868,怎么样才能坚持下来呢？为什么我没有毅力？,0.363,negative,neutral,0.5,positive,0.843
869,白天拼命的减，晚上拼命的吃，我就是这种人,0.422,neutral,neutral,0.5,positive,0.794
870,说好自律去减肥，最后还是向美食投降“忘本”,0.969,positive,negative,0.24,positive,0.958
871,立志瘦身却破功，减肥尽头只剩馋,0.964,positive,negative,0.15,positive,0.946
872,减肥誓言抛脑后，美食当前终“忘本”,0.999,positive,negative,0.18,positive,0.964
873,希望我也可以这么瘦，可以变成最不一样的自己,0.904,positive,positive,0.75,positive,0.963
874,努力是有回报的，每个人都可以成就自己,0.97,positive,positive,0.85,positive,0.967
875,看了这个画面，我觉得我应该下定决心减肥,0.988,positive,neutral,0.5,positive,0.967
876,如果我瘦下来不知道会不会也那么好看呢,0.909,positive,neutral,0.55,positive,0.958
877,转发微博,0.644,positive,neutral,0.5,positive,0.962
878,挖冰淇淋也能达到同样效果,0.719,positive,neutral,0.5,positive,0.929
879,// @全雷2包 :无实物表演是肖战大强项！！从唐三的无实物被电击被火烧青筋暴起就被震撼，藏海传让更多的观众朋友们看到肖战炫演技了！开心开心🥳,1.0,positive,positive,0.92,positive,0.977
880,膝盖在地上不疼吗,0.051,negative,negative,0.25,positive,0.819
881,这是蜕变了吗,0.818,positive,neutral,0.5,positive,0.814
882,你能坚持减肥吗？,0.909,positive,neutral,0.5,positive,0.916
883,丝瓜,0.5,neutral,neutral,0.5,neutral,0.517
884,✌,0.5,neutral,positive,0.8,neutral,0.534
885,转发微博,0.644,positive,neutral,0.5,positive,0.962
886,肖战演技再次破圈,0.565,neutral,positive,0.85,positive,0.96
887,跟我好像，确实105最佳状态,0.766,positive,positive,0.75,positive,0.928
888,：,0.526,neutral,neutral,0.5,neutral,0.528
889,是不是真的捅他了？！当然是他演的好啊，很真实。就像之前春生腿受伤后复健，观众说腿不会真弄断了吧？时影受刑，观众又怀疑是不是真打他了。肖战无实物表演真的太绝了,1.0,positive,positive,0.9,positive,0.972
890,13,0.408,neutral,neutral,0.5,negative,0.228
891,肖战的每一个角色都用心琢磨过 #肖战真的有在认真思考表演细节# #肖战拍藏海传全身心投入#,0.998,positive,positive,0.92,positive,0.948
892,观众能共情就是因为反应真实跟正在发生一样 演员肖战灵,0.999,positive,positive,0.88,positive,0.978
893,超级牛啊,0.547,neutral,positive,0.95,positive,0.77
894,朱一龙东极岛阿赑 #朱一龙电影东极岛# #电影东极岛朱一龙#,0.055,negative,neutral,0.5,negative,0.24
895,啊,0.526,neutral,neutral,0.5,neutral,0.529
896,其实，我也很好奇肖战是怎么演的这么像的 #肖战藏海传#,0.975,positive,positive,0.68,positive,0.834
897,6,0.39,negative,neutral,0.5,negative,0.233
898,幸亏我胖，我要是瘦下来，大家就知道原来是我长得丑,0.644,positive,negative,0.25,positive,0.953
899,我也愿意困在雨里,0.699,positive,neutral,0.5,positive,0.927
900,礼貌拿图，谢谢博主,0.783,positive,positive,0.62,positive,0.969
901,2,0.331,negative,neutral,0.5,negative,0.309
902,管住嘴迈开腿,0.764,positive,neutral,0.5,positive,0.931
903,12,0.329,negative,neutral,0.5,negative,0.252
904,1,0.327,negative,neutral,0.5,negative,0.307
905,肖战超话 #肖战真的有在认真思考表演细节# #肖战童年经历丰富表演细节# #肖战肌肉线条# #肖战表演实力# #肖战用实力证明了表演上的蜕变#,1.0,positive,positive,0.95,positive,0.918
906,110 好看,0.156,negative,positive,0.8,positive,0.936
907,5,0.459,neutral,neutral,0.5,neutral,0.499
908,😀,0.5,neutral,positive,0.9,neutral,0.534
909,蛋白我们都很想你 希望你平安健康,0.695,positive,positive,0.85,positive,0.972
910,1,0.327,negative,neutral,0.5,negative,0.307
911,0,0.034,negative,neutral,0.5,negative,0.279
912,1,0.327,negative,neutral,0.5,negative,0.307
913,向伟人致敬,0.962,positive,positive,0.9,positive,0.981
914,好看好看，拿走了哈,0.762,positive,positive,0.85,positive,0.968
915,@孤單帝UFO,0.969,positive,neutral,0.5,positive,0.927
916,转发微博,0.644,positive,neutral,0.5,positive,0.962
917,这矫情劲儿跟我当年初中时候一样一样的,0.676,positive,negative,0.25,positive,0.957
918,#肖战真的有在认真思考表演细节# #藏海传#,0.969,positive,positive,0.8,positive,0.845
919,#肖战真的有在认真思考表演细节#,0.973,positive,positive,0.8,positive,0.919
920,礼拿老师,0.863,positive,neutral,0.5,positive,0.93
921,i,0.25,negative,neutral,0.5,negative,0.21
922,105斤的时候最好看,0.258,negative,positive,0.85,positive,0.966
923,礼貌拿图主播,0.669,positive,neutral,0.5,positive,0.964
924,他的各种受伤戏在我这里都是高光！！！！！！,0.576,neutral,positive,0.95,negative,0.187
925,2,0.331,negative,neutral,0.5,negative,0.309
926,转发,0.5,neutral,neutral,0.5,positive,0.882
927,真的是被刺一刀的痛苦，就如真被师父打一耳光一样，是真实的。,0.717,positive,negative,0.15,positive,0.964
928,🌻,0.5,neutral,neutral,0.5,neutral,0.534
929,出来了,0.526,neutral,neutral,0.5,neutral,0.523
930,老白 想死你了,0.289,negative,positive,0.9,neutral,0.508
931,mark,0.75,positive,neutral,0.5,negative,0.192
932,@过年我要回村喂鸡 我要拍这个,0.858,positive,neutral,0.5,positive,0.936
933,不瘦也很好看,0.966,positive,positive,0.82,positive,0.967
934,现在小日子对我们施行的是新型侵略，先从国内出手，能斩掉国内的那些日本学校和据点再说吧。,0.996,positive,negative,0.12,positive,0.886
935,@不再烦恼啦,0.953,positive,neutral,0.5,positive,0.957
936,是回放吗,0.5,neutral,neutral,0.5,neutral,0.522
937,可前提是这个姐妹胖的时候也不难看啊,0.672,positive,positive,0.73,positive,0.967
938,可是怎么感觉沧桑了呢,0.686,positive,negative,0.3,positive,0.913
939,美丽的大自然，太漂亮了,0.992,positive,positive,0.96,positive,0.976
940,好苦好苦,0.091,negative,negative,0.08,positive,0.852
941,花姐我好心疼你,0.661,positive,negative,0.2,positive,0.96
942,满座假慈悲，吾儿魂不归,0.992,positive,negative,0.08,positive,0.951
943,这条真的太虐了我真有点看不了。。,0.527,neutral,negative,0.15,positive,0.8
944,花啊下次一定一定要幸福啊,0.915,positive,positive,0.85,positive,0.958
945,苦涩如歌,0.943,positive,negative,0.25,positive,0.934
946,苦的我都不知道怎么表达,0.502,neutral,negative,0.1,positive,0.797
947,呜呜呜呜呜呜呜呜呜呜呜,0.526,neutral,negative,0.05,positive,0.831
948,大自然的美景，才是最最治愈人心的,0.675,positive,positive,0.9,positive,0.978
949,为啥我瘦了以后，我朋友说我沧桑了？？,0.151,negative,neutral,0.5,positive,0.79
950,苦涩如歌 #白鹿李青月#,0.44,neutral,negative,0.25,negative,0.242
951,我不行了 鹿自己都喘不上气了 今晚得哭成什么样子啊 #白鹿李青月#,0.018,negative,negative,0.15,negative,0.246
952,是花如月，是无声歌，只剩满目疮痍的痛在心里，和张不开嘴的为什么不救十安！！！ #白鹿李青月#,0.323,negative,negative,0.1,negative,0.225
953,怎么没跟我说临江仙是现实主义题材啊,0.281,negative,neutral,0.5,positive,0.788
954,要多看大自然啊,0.828,positive,neutral,0.5,positive,0.971
955,我好像有点死了,0.24,negative,negative,0.2,neutral,0.475
956,哭不行了,0.433,neutral,negative,0.1,neutral,0.515
957,这一幕幕，腿妈甚至不会在旁边打扰她，花如月的世界里只有自己，那时她连一个挚友都没有，唯一的894又不在，我刀呢给我磨磨 #白鹿临江仙# #白鹿李青月#,0.081,negative,negative,0.18,negative,0.217
958,我的妈呀，你们简直配乐天才🙏 #白鹿临江仙# 🙏 #白鹿李青月# 🙏 #白鹿花如月#,0.0,negative,positive,0.9,negative,0.289
959,#白鹿李青月#,0.05,negative,neutral,0.5,negative,0.269
960,这也太好看了吧,0.538,neutral,positive,0.85,positive,0.927
961,受不了了 // @共情不易 :这条真的太虐了我真有点看不了。。,0.151,negative,negative,0.1,positive,0.92
962,十安和花如月 真的永远留在了那个冬天😭 #白鹿李青月#,0.111,negative,negative,0.15,negative,0.242
963,我家花儿噢命真的好苦,0.614,positive,negative,0.08,positive,0.934
964,啊啊啊啊啊花如月妈咪,0.986,positive,neutral,0.5,positive,0.913
965,不敢看完,0.393,negative,negative,0.2,positive,0.844
966,都来给十安报仇,0.295,negative,negative,0.05,positive,0.834
967,多去看看大自然的美景,0.855,positive,positive,0.75,positive,0.972
968,精致了但也老了,0.855,positive,negative,0.35,positive,0.953
969,是心向往之的大自然,0.975,positive,positive,0.85,positive,0.977
970,@临渊Luna_ 她没减前也好好看,0.8,positive,positive,0.8,positive,0.974
971,大自然的美景，胜过千言万语,0.968,positive,positive,0.85,positive,0.976
972,大自然治愈心灵,0.984,positive,positive,0.88,positive,0.978
973,多看大自然 ​​​，开心快乐,0.995,positive,positive,0.92,positive,0.974
974,#白鹿曾舜晞今晚陪看临江仙# #花如月的局中局骗中骗# #临江仙# #白鹿花如月#,0.0,negative,neutral,0.5,negative,0.273
975,我觉得开头最漂亮,0.968,positive,positive,0.75,positive,0.966
976,大自然的景色秀丽太治愈人心了。,0.999,positive,positive,0.9,positive,0.976
977,那有那么多 多时间,0.54,neutral,negative,0.32,neutral,0.51
978,多看大自然，多接触大自然,0.972,positive,neutral,0.5,positive,0.972
979,#白鹿李青月# 看到p4 我心死了,0.055,negative,negative,0.1,negative,0.22
980,国仇家恨永不能忘！,0.878,positive,neutral,0.5,positive,0.928
981,太虐了,0.702,positive,negative,0.1,positive,0.887
982,大自然鬼斧神工啊,0.924,positive,positive,0.9,positive,0.972
983,胖的时候也漂亮,0.835,positive,positive,0.72,positive,0.971
984,美景治愈一切,0.832,positive,positive,0.88,positive,0.97
985,多去看看风景 心情都好了,0.873,positive,positive,0.85,positive,0.944
986,18,0.543,neutral,neutral,0.5,negative,0.224
987,这个假期就去阿尔卑斯转转,0.93,positive,neutral,0.5,positive,0.896
988,慢一下来看一路的美景,0.485,neutral,positive,0.75,positive,0.948
989,生活就是要亲近大自然,0.992,positive,positive,0.8,positive,0.974
990,多去旅游散心 开拓眼界,0.826,positive,positive,0.86,positive,0.968
991,外面的世界很精彩 多去走走,0.967,positive,positive,0.85,positive,0.968
992,多看看大自然当然好啦,0.865,positive,positive,0.8,positive,0.971
993,啊啊啊怎么这么漂亮的,0.96,positive,positive,0.9,positive,0.94
994,91,0.5,neutral,neutral,0.5,neutral,0.502
995,这风景简直美极了啊,0.816,positive,positive,0.95,positive,0.945
996,说得好 ，与人相处太累啦,0.812,positive,negative,0.25,positive,0.96
997,0,0.034,negative,neutral,0.5,negative,0.279
998,会不会是从101胖到125，倒序放照片,0.337,negative,neutral,0.5,positive,0.887
999,其实各有各的美,0.858,positive,positive,0.7,positive,0.969
1000,太美了，好像黄多多,0.707,positive,positive,0.9,positive,0.965
